,make,model,year,kms,kind,price
8154,Volkswagen,Amarok,2015,94000,Pick-Up,17540.54
9735,Ford,Focus III,2014,46000,Sedán,11864.86
8462,Volkswagen,Fox,2017,12000,Hatchback,10270.27
222,Volkswagen,Gol,2013,60000,Hatchback,4648.65
8249,Volkswagen,Vento,2013,77000,Sedán,10527.03
519,Volkswagen,Suran,2017,6500,Monovolumen,10810.81
7883,Ford,Transit,2016,57000,Pick-Up,22972.97
1222,Volkswagen,Suran,2015,40000,Monovolumen,7837.84
4989,Volkswagen,Suran,2016,39000,Monovolumen,10540.54
4331,Ford,Ranger,2015,43000,Pick-Up,12162.16
93,Ford,Focus III,2015,41000,Hatchback,12162.16
2585,Honda,Accord,2011,130000,Sedán,9594.59
4826,Ford,Fiesta Kinetic Design,2015,31000,Hatchback,10405.41
2400,Volkswagen,Amarok,2014,64500,Pick-Up,16081.08
7555,Volkswagen,Gol Trend,2018,10000,Hatchback,9729.73
9644,Ford,Ecosport,2011,103000,SUV,6351.35
404,Ford,Fiesta Kinetic Design,2015,70000,Hatchback,8918.92
5940,Ford,Focus III,2014,55000,Hatchback,8243.24
1871,Volkswagen,Bora,2013,91000,Sedán,7162.16
8994,Ford,Ranger,2017,34800,Pick-Up,16756.76
7812,Volkswagen,Gol Trend,2011,145000,Hatchback,4594.59
5279,Volkswagen,Gol,2011,96600,Hatchback,4013.51
6845,Volkswagen,Amarok,2013,82000,Pick-Up,14837.84
5631,Volkswagen,Amarok,2012,176000,Pick-Up,13783.78
2676,Volkswagen,Suran,2012,62000,Monovolumen,7024.32
4196,Ford,Ranger,2015,62500,Pick-Up,15000.0
6340,Volkswagen,Gol Trend,2013,50000,Hatchback,5270.27
8837,Volkswagen,Saveiro,2017,41500,Pick-Up,10756.76
7795,Volkswagen,Amarok,2013,89600,Pick-Up,13783.78
1616,Ford,Ecosport,2013,108000,SUV,9324.32
7034,Volkswagen,Saveiro,2014,48000,Pick-Up,7000.0
9373,Ford,Ecosport,2013,34300,SUV,8648.65
4903,Ford,Ecosport,2015,28000,SUV,9864.86
7207,Ford,Focus III,2013,31000,Sedán,11621.62
9329,Ford,Fiesta Kinetic Design,2013,70000,Hatchback,7837.84
7808,Honda,Civic,2014,82000,Sedán,12702.7
8170,Ford,Focus II,2011,131000,Hatchback,6162.16
5744,Honda,Civic,2017,7500,Hatchback,702.7
9249,Ford,Ecosport,2013,82000,SUV,8783.78
6618,Volkswagen,Amarok,2013,130000,Pick-Up,20270.27
2271,Volkswagen,Fox,2017,26000,Hatchback,7567.57
3357,Volkswagen,Golf,2015,63000,Hatchback,16216.22
7831,Volkswagen,Gol,2013,46000,Hatchback,3918.92
7534,Ford,Ecosport,2012,70000,SUV,8891.89
6283,Ford,Focus III,2015,35500,Sedán,14324.32
2099,Ford,Ecosport,2013,58000,SUV,9862.16
9487,Ford,Ecosport,2013,61800,SUV,8513.51
9882,Ford,Ranger,2014,74000,Pick-Up,18108.11
5593,Ford,Fiesta Kinetic Design,2013,79000,Hatchback,6486.49
5004,Ford,Ecosport,2014,75000,SUV,8783.78
5618,Ford,Ranger,2013,113000,Pick-Up,12162.16
5941,Ford,Focus II,2011,70000,Sedán,6210.81
3678,Volkswagen,Gol Trend,2015,28000,Hatchback,5405.41
9505,Volkswagen,Bora,2012,47000,Sedán,7027.03
124,Ford,Ecosport,2013,69000,SUV,9997.3
2049,Volkswagen,Amarok,2011,209898,Pick-Up,14864.86
714,Volkswagen,Vento,2016,61000,Sedán,14162.16
3641,Ford,Ecosport,2015,43000,SUV,11756.76
4085,Volkswagen,Gol,2013,54000,Hatchback,4189.19
7844,Ford,Focus III,2014,31800,Hatchback,9675.68
787,Volkswagen,Up!,2015,57000,Hatchback,8270.27
7926,Volkswagen,Vento,2011,90000,Sedán,9456.76
3406,Ford,Ranger,2013,43000,Pick-Up,14054.05
9738,Ford,Ecosport,2013,40000,SUV,9189.19
5052,Volkswagen,Vento,2015,30500,Sedán,10270.27
3248,Volkswagen,Gol Trend,2015,67000,Hatchback,6162.16
3866,Mercedes Benz,Clase C,2012,75000,Sedán,16756.76
87,Volkswagen,Suran,2014,48000,Monovolumen,7297.3
3116,Ford,Focus II,2013,96000,Sedán,7837.84
5377,Volkswagen,Fox,2011,107000,Hatchback,5135.14
2548,Ford,Ecosport,2013,46000,SUV,8783.78
4294,Volkswagen,Voyage,2013,46000,Sedán,5675.68
6787,Volkswagen,Suran,2011,75000,Monovolumen,4864.86
8330,Volkswagen,Amarok,2015,82000,Pick-Up,22972.97
2742,Volkswagen,Gol Trend,2014,58000,Hatchback,5121.62
5118,Volkswagen,Virtus,2018,9900,Sedán,13486.49
3216,Ford,Ranger,2013,136000,Pick-Up,18918.92
9398,Volkswagen,Amarok,2014,118000,Pick-Up,18378.38
4889,Ford,Fiesta Kinetic Design,2015,20800,Hatchback,8783.78
3197,Volkswagen,Bora,2012,88600,Sedán,7162.16
5149,Ford,Ecosport,2013,65000,SUV,8243.24
3391,Volkswagen,Gol Trend,2017,22000,Hatchback,8108.11
5126,Ford,Fiesta Kinetic Design,2012,66000,Hatchback,7513.51
9880,Volkswagen,Amarok,2013,138000,Pick-Up,18918.92
4585,Ford,Fiesta Kinetic Design,2015,30000,Hatchback,7567.57
5646,Ford,Ka,2011,58000,Hatchback,4216.22
4544,Ford,Focus III,2015,52000,Hatchback,10756.76
3558,Volkswagen,Suran,2012,43000,Monovolumen,5675.68
6104,Ford,Ranger,2012,167000,Pick-Up,11351.35
3447,Ford,Ecosport,2012,100000,SUV,5945.95
4321,Ford,Fiesta Kinetic Design,2016,30000,Hatchback,9594.59
8760,Ford,Ka,2011,67000,Hatchback,3381.08
7551,Ford,Ka,2012,66000,Hatchback,4783.78
8864,Volkswagen,Gol,2012,120000,Hatchback,3243.24
7046,Volkswagen,Golf,2017,11700,Hatchback,23243.24
5489,Mercedes Benz,Clase A,2013,61000,Hatchback,18648.65
4301,Volkswagen,Fox,2013,54300,Hatchback,6216.22
6348,Ford,Ranger,2014,89000,Pick-Up,16891.89
7623,Volkswagen,Suran,2013,120000,Monovolumen,6216.22
5172,Volkswagen,Suran,2012,83000,Monovolumen,5945.95
614,Ford,Focus II,2012,62000,Hatchback,8243.24
6149,Ford,Ka,2012,88000,Hatchback,4324.32
4591,Ford,Focus III,2014,55000,Hatchback,8243.24
8943,Ford,Ranger,2015,100000,Pick-Up,21621.62
3296,Volkswagen,Vento,2013,88700,Sedán,11594.59
6295,Volkswagen,Suran,2012,65000,Monovolumen,6756.76
2934,Honda,CR-V,2011,93000,SUV,11891.89
8,Ford,Focus III,2017,17500,Hatchback,9918.92
9782,Ford,Ecosport,2013,100000,SUV,9675.68
1750,Volkswagen,Amarok,2013,69000,Pick-Up,15675.68
9790,Volkswagen,Gol Trend,2011,70000,Hatchback,4591.89
5544,Volkswagen,Gol Trend,2011,138000,Hatchback,4594.59
5685,Ford,Ranger,2012,115000,Pick-Up,15135.14
4646,Volkswagen,Vento,2014,60000,Sedán,10000.0
9031,Volkswagen,Vento,2013,90000,Sedán,10675.68
6749,Volkswagen,Suran,2014,41500,Monovolumen,8783.78
1963,Volkswagen,Gol Trend,2014,87000,Hatchback,6216.22
62,Ford,Focus II,2013,110000,Hatchback,6756.76
3317,Mercedes Benz,Clase C,2011,130160,Sedán,700.0
8713,Volkswagen,Suran,2017,15000,Monovolumen,11216.22
4108,Volkswagen,Bora,2011,110400,Sedán,5270.27
4673,Volkswagen,Suran,2015,65000,Monovolumen,8783.78
2554,Ford,Ranger,2015,113000,Pick-Up,14864.86
5649,Volkswagen,Suran,2011,100000,Monovolumen,5270.27
4558,Ford,Focus II,2012,99000,Hatchback,6189.19
1993,Ford,Ecosport,2014,78226,SUV,9864.86
9066,Mercedes Benz,Sprinter,2015,37000,Furgón,20945.95
2755,Volkswagen,Gol Trend,2017,16000,Hatchback,8108.11
8488,Volkswagen,Golf,2016,47000,Hatchback,9594.59
3292,Volkswagen,Vento,2011,90000,Sedán,8648.65
6372,Volkswagen,Vento,2011,119000,Sedán,9729.73
6599,Honda,CR-V,2014,104000,SUV,21351.35
4377,Volkswagen,Amarok,2015,125000,Pick-Up,18243.24
5479,Volkswagen,Polo,2017,33000,Hatchback,9459.46
1968,Ford,Ecosport,2013,82000,SUV,7432.43
8213,Honda,Civic,2013,95000,Sedán,9459.46
2573,Ford,Ranger,2015,80000,Pick-Up,21621.62
1553,Volkswagen,Polo,2016,49000,Hatchback,9986.49
4713,Ford,Ecosport,2015,50000,SUV,10810.81
5595,Volkswagen,Suran,2012,140000,Monovolumen,4864.86
9686,Ford,Ranger,2017,11000,Pick-Up,21081.08
735,Ford,Ranger,2015,121220,Pick-Up,15270.27
5498,Ford,Focus III,2014,87000,Sedán,9189.16
6158,Volkswagen,Amarok,2013,105000,Pick-Up,513.51
7949,Ford,Kuga,2011,116000,SUV,10270.27
332,Honda,HR-V,2016,36000,SUV,16486.49
7444,Volkswagen,Gol,2011,110000,Hatchback,3783.78
4119,Ford,Ecosport,2011,114000,SUV,6216.22
499,Ford,Fiesta Kinetic Design,2017,7200,Hatchback,9729.73
1408,Ford,Fiesta Kinetic Design,2014,74000,Hatchback,9324.32
4047,Ford,Fiesta Kinetic Design,2016,58000,Hatchback,9189.19
9933,Ford,Ecosport,2011,80000,SUV,6675.68
1642,Ford,Fiesta Kinetic Design,2013,87000,Sedán,6891.89
9667,Volkswagen,Gol Trend,2015,55000,Hatchback,6756.76
3738,Volkswagen,Vento,2011,101800,Sedán,10405.41
810,Ford,Ecosport,2015,40000,SUV,12162.16
2575,Volkswagen,Gol Trend,2014,47000,Hatchback,6486.49
435,Volkswagen,Gol,2012,108000,Hatchback,3918.92
3325,Volkswagen,Bora,2012,131000,Sedán,6621.62
5049,Volkswagen,Vento,2012,122000,Sedán,10756.76
6490,Volkswagen,Bora,2011,99000,Sedán,6078.38
5291,Volkswagen,Fox,2013,90000,Hatchback,7567.57
352,Volkswagen,Gol Trend,2012,59000,Hatchback,5405.41
8771,Honda,Civic,2014,60000,Sedán,13783.78
1596,Ford,Fiesta Kinetic Design,2016,29000,Hatchback,10000.0
4213,Ford,Ka,2012,80000,Hatchback,4567.57
6251,Ford,Focus III,2016,32300,Hatchback,12162.16
2820,Volkswagen,Gol Trend,2014,65900,Hatchback,6081.08
454,Volkswagen,Crossfox,2012,88000,Hatchback,6483.78
2933,Ford,Focus II,2012,37000,Hatchback,5405.41
7806,Volkswagen,Gol Trend,2012,132000,Hatchback,5135.14
1519,Volkswagen,Amarok,2016,88000,Pick-Up,16216.22
2308,Volkswagen,Golf,2015,41000,Hatchback,11756.76
9299,Honda,HR-V,2017,15600,SUV,610.81
8782,Volkswagen,Saveiro,2017,46000,Pick-Up,11351.35
6300,Volkswagen,Amarok,2013,70000,Pick-Up,18378.38
5465,Mercedes Benz,Sprinter,2014,60000,Furgón,22837.84
7090,Volkswagen,Fox,2014,39000,Hatchback,6459.46
6910,Volkswagen,Gol,2013,120000,Hatchback,4594.59
6766,Volkswagen,Fox,2012,87000,Hatchback,5810.81
4815,Volkswagen,Bora,2013,82000,Sedán,7513.51
5838,Ford,Focus II,2013,115000,Hatchback,6351.35
5550,Ford,Fiesta,2012,54000,Sedán,4729.73
7369,Ford,Ranger,2011,215000,Pick-Up,8378.38
2006,Ford,Fiesta Kinetic Design,2013,92000,Hatchback,6891.89
4461,Volkswagen,Suran,2016,5800,Monovolumen,10405.41
8778,Volkswagen,Gol Trend,2017,27800,Hatchback,6432.43
7099,Ford,Focus II,2012,55000,Sedán,7027.03
265,Ford,Ecosport,2012,86000,SUV,7432.43
4096,Volkswagen,Amarok,2015,55000,Pick-Up,16216.22
1841,Volkswagen,Saveiro,2017,29900,Pick-Up,9324.32
3901,Volkswagen,Gol,2011,89000,Hatchback,3513.51
9572,Ford,Focus III,2015,41000,Hatchback,11756.76
3569,Volkswagen,Golf,2015,30600,Hatchback,10000.0
5503,Volkswagen,Vento,2013,92000,Sedán,14459.46
6816,Volkswagen,Suran,2016,18300,Monovolumen,10540.54
7547,Volkswagen,Amarok,2013,95000,Pick-Up,17027.03
6378,Ford,Ka,2013,61000,Hatchback,4324.32
2963,Volkswagen,Gol,2013,60000,Hatchback,4459.46
1834,Ford,Ranger,2011,115000,Pick-Up,8783.78
7934,Volkswagen,Saveiro,2016,84000,Pick-Up,8648.65
7801,Ford,Ecosport,2013,39900,SUV,10135.14
5263,Ford,Focus III,2016,33000,Hatchback,9594.59
4616,Volkswagen,Gol,2012,89000,Hatchback,3837.84
6748,Ford,Ranger,2015,60726,Pick-Up,16216.22
5817,Volkswagen,Crossfox,2016,19000,Hatchback,9054.05
4743,Ford,Focus III,2013,100000,Sedán,10405.41
2823,Ford,Ranger,2016,29000,Pick-Up,22702.7
394,Ford,Ranger,2012,117000,Pick-Up,540.54
129,Volkswagen,Gol Trend,2013,50000,Hatchback,5270.27
5079,Volkswagen,Suran,2012,98000,Monovolumen,6351.35
2562,Volkswagen,Crossfox,2013,90000,Hatchback,7837.84
6256,Volkswagen,Amarok,2012,56000,Pick-Up,16081.08
4701,Ford,Ka,2014,61000,Hatchback,5540.54
3626,Volkswagen,Golf,2015,37000,Hatchback,13243.24
2171,Volkswagen,Amarok,2013,61240,Pick-Up,11891.89
3100,Volkswagen,Suran,2012,83000,Monovolumen,6351.35
5128,Ford,Focus III,2016,26000,Sedán,12297.3
7679,Ford,Focus II,2012,80000,Hatchback,6756.76
2277,Volkswagen,Bora,2011,90000,Sedán,7702.7
9774,Ford,Fiesta Kinetic Design,2013,81000,Hatchback,6648.65
364,Ford,Fiesta Kinetic Design,2012,93000,Hatchback,6081.08
4316,Mercedes Benz,Sprinter,2013,70000,Pick-Up,20810.81
5418,Volkswagen,Fox,2011,70000,Hatchback,6756.76
294,Volkswagen,Fox,2016,40000,Hatchback,9189.19
1890,Ford,Ranger,2016,48000,Pick-Up,21081.08
7337,Ford,Ecosport,2014,44300,SUV,10670.27
5656,Ford,Focus III,2016,11200,Hatchback,11486.49
6325,Volkswagen,Vento Variant,2011,94000,Rural,8621.62
4987,Volkswagen,Gol Trend,2015,57000,Hatchback,5945.95
7988,Ford,Focus III,2014,80000,Hatchback,10000.0
4518,Ford,Fiesta,2011,138000,Sedán,4054.05
9513,Volkswagen,The Beetle,2015,41600,Hatchback,11081.08
3807,Honda,Fit,2011,74300,Hatchback,7513.51
6585,Volkswagen,Touareg,2012,120000,SUV,18108.11
2476,Ford,Ranger,2016,60000,Pick-Up,22972.97
4547,Volkswagen,Suran,2015,49000,Monovolumen,8783.78
7797,Ford,Fiesta Kinetic Design,2013,74000,Hatchback,7027.03
1117,Volkswagen,Fox,2012,71000,Hatchback,5918.92
7576,Volkswagen,Gol,2011,84000,Hatchback,3783.78
4833,Honda,City,2011,114700,Sedán,7027.03
4945,Volkswagen,Gol,2011,90000,Hatchback,4189.19
2315,Volkswagen,Vento,2011,87000,Sedán,12162.16
4238,Ford,Focus II,2011,134000,Hatchback,7297.3
5546,Honda,HR-V,2016,33900,SUV,16756.76
5858,Volkswagen,Fox,2015,34600,Hatchback,6351.35
2052,Volkswagen,Amarok,2016,40000,Pick-Up,18891.89
1158,Ford,Fiesta Kinetic Design,2016,25100,Hatchback,11081.08
8018,Volkswagen,Bora,2011,92000,Sedán,8378.38
2269,Ford,Ecosport,2011,112743,SUV,6432.43
2876,Ford,Ecosport,2014,90000,SUV,9459.46
9130,Ford,Fiesta Kinetic Design,2017,15000,Hatchback,12027.03
2014,Ford,Ka,2013,83000,Hatchback,4364.86
6579,Ford,Focus II,2012,107000,Hatchback,7702.7
3068,Volkswagen,Vento,2012,39000,Sedán,9864.86
5303,Volkswagen,Bora,2014,72000,Sedán,7297.27
3081,Ford,Focus III,2014,70500,Sedán,9620.27
1781,Ford,Focus III,2016,23000,Hatchback,13918.92
2420,Volkswagen,Gol Trend,2015,60000,Hatchback,6621.62
4470,Volkswagen,Gol Trend,2016,46000,Hatchback,6486.49
6005,Ford,Fiesta Kinetic Design,2014,85000,Hatchback,9459.46
6014,Volkswagen,Voyage,2012,75000,Sedán,5945.95
7814,Ford,Focus II,2011,105000,Hatchback,6891.89
6827,Volkswagen,Up!,2015,40500,Hatchback,6621.62
7378,Ford,Ecosport,2015,41000,SUV,11567.57
5122,Ford,Fiesta Kinetic Design,2011,70550,Hatchback,7400.0
8265,Volkswagen,Polo,2016,44000,Hatchback,8648.65
6303,Volkswagen,Fox,2011,82000,Hatchback,5621.62
5075,Honda,Fit,2011,67377,Hatchback,7162.16
1169,Ford,Fiesta Kinetic Design,2016,30000,Hatchback,11425.68
7713,Volkswagen,Suran,2011,77000,Monovolumen,5675.68
3194,Volkswagen,Amarok,2015,69000,Pick-Up,15675.68
8451,Volkswagen,Amarok,2016,42920,Pick-Up,20540.54
3941,Volkswagen,Vento,2012,89000,Sedán,7837.84
9172,Volkswagen,Suran,2011,92000,Monovolumen,5351.35
5371,Ford,Ranger,2016,40000,Pick-Up,14054.05
9320,Ford,Focus III,2014,47000,Hatchback,11351.35
1815,Volkswagen,Bora,2012,73000,Sedán,7810.81
744,Volkswagen,Saveiro,2013,178000,Pick-Up,6081.08
9406,Ford,Ranger,2014,109000,Pick-Up,14459.46
9035,Ford,Ranger,2013,102000,Pick-Up,17162.16
7807,Ford,Mondeo,2012,92000,Sedán,9054.05
7766,Ford,Fiesta Kinetic Design,2016,10000,Hatchback,11081.08
5081,Honda,Civic,2013,80000,Sedán,10000.0
8598,Volkswagen,Tiguan,2012,77000,SUV,15810.81
1542,Ford,Ka,2013,94000,Hatchback,5405.41
847,Ford,Fiesta Kinetic Design,2011,85000,Hatchback,6621.62
6313,Ford,Ranger,2014,91000,Pick-Up,20810.81
1318,Ford,Ka,2012,51000,Hatchback,4513.51
8944,Volkswagen,Vento,2013,82000,Sedán,11081.08
1705,Volkswagen,Bora,2011,70000,Sedán,5351.35
9284,Ford,Focus III,2014,56580,Hatchback,13486.49
8212,Ford,Ecosport,2016,36000,SUV,9459.46
8021,Volkswagen,Amarok,2011,164000,Pick-Up,14324.32
4786,Volkswagen,Voyage,2013,96000,Sedán,4483.78
7206,Ford,Ecosport,2013,72000,SUV,7432.43
8658,Ford,Ecosport,2016,18000,SUV,12972.97
2406,Ford,Ranger,2011,177700,Pick-Up,7567.57
1416,Volkswagen,Voyage,2012,121500,Sedán,4729.73
7674,Volkswagen,Suran,2012,118000,Monovolumen,7243.24
774,Volkswagen,Suran,2014,60000,Monovolumen,6216.22
1997,Volkswagen,Voyage,2014,89000,Sedán,7891.89
4688,Ford,Focus III,2016,36000,Hatchback,13783.78
5490,Ford,Fiesta Kinetic Design,2014,66000,Hatchback,7159.46
5670,Volkswagen,Suran,2011,81500,Monovolumen,5905.41
6927,Volkswagen,Suran,2015,45000,Monovolumen,8513.51
1018,Ford,Ecosport,2011,110000,SUV,5675.68
9112,Ford,Ecosport,2014,66000,SUV,10554.05
7618,Volkswagen,Up!,2014,57700,Hatchback,5351.35
2561,Volkswagen,Gol,2013,69000,Hatchback,4189.19
9725,Volkswagen,Fox,2013,58000,Hatchback,5945.95
8578,Volkswagen,Bora,2012,85000,Sedán,6756.76
1056,Volkswagen,Vento,2011,106000,Sedán,10000.0
2529,Ford,Fiesta Kinetic Design,2017,18100,Hatchback,11972.97
5312,Volkswagen,Amarok,2014,83000,Pick-Up,15945.95
3671,Mercedes Benz,Sprinter,2011,6800,Furgón,17567.57
29,Volkswagen,Saveiro,2017,20000,Pick-Up,10000.0
6277,Honda,CR-V,2012,95000,SUV,16081.08
9345,Volkswagen,Amarok,2015,105000,Pick-Up,23783.78
6040,Volkswagen,Vento,2011,93000,Sedán,7972.97
3002,Volkswagen,Gol Trend,2014,53000,Hatchback,6756.76
8264,Ford,Focus III,2016,10000,Hatchback,10810.81
6205,Ford,Focus III,2016,30000,Hatchback,10810.81
268,Volkswagen,Suran,2012,115000,Monovolumen,5270.27
9978,Volkswagen,Gol,2013,95000,Hatchback,3513.51
4026,Volkswagen,Voyage,2014,96000,Sedán,4594.59
4188,Volkswagen,Saveiro,2015,59000,Pick-Up,9189.19
8157,Volkswagen,Gol,2012,89000,Hatchback,4729.73
4368,Volkswagen,Voyage,2013,106000,Sedán,5135.14
3137,Mercedes Benz,Clase B,2014,41447,Monovolumen,540.54
4756,Volkswagen,Fox,2011,75500,Hatchback,5405.41
740,Volkswagen,Amarok,2013,123333,Pick-Up,18648.65
6168,Volkswagen,Fox,2013,81000,Hatchback,5135.14
3279,Ford,Fiesta Kinetic Design,2017,11500,Hatchback,11486.49
162,Ford,Focus II,2012,88000,Hatchback,7027.03
1237,Volkswagen,Suran,2014,75000,Monovolumen,7972.97
8744,Mercedes Benz,Sprinter,2014,61000,Furgón,23243.24
463,Mercedes Benz,Sprinter,2018,7000,Furgón,26486.49
4273,Ford,Fiesta Kinetic Design,2014,80000,Hatchback,8648.65
3821,Ford,Ecosport,2015,60000,SUV,11621.62
8088,Ford,Fiesta Kinetic Design,2011,73000,Hatchback,6486.49
9719,Ford,Ecosport,2013,85000,SUV,7294.59
6501,Volkswagen,Fox,2014,29000,Hatchback,7567.57
7355,Volkswagen,Amarok,2015,95000,Pick-Up,21351.35
1757,Ford,Ecosport,2016,38500,SUV,10135.14
2905,Volkswagen,Gol Trend,2011,158200,Hatchback,4324.32
8814,Ford,Ranger,2016,30000,Pick-Up,18918.92
4863,Volkswagen,Fox,2014,49000,Hatchback,6297.3
7521,Ford,Ranger,2016,50000,Pick-Up,20000.0
868,Volkswagen,Passat,2014,88000,Sedán,17432.43
6881,Ford,Ka,2013,69000,Hatchback,4324.32
9866,Mercedes Benz,Clase C,2012,110000,Sedán,22972.97
6943,Volkswagen,Fox,2016,30500,Hatchback,9864.86
1672,Volkswagen,Voyage,2016,31000,Sedán,7567.57
2217,Volkswagen,Fox,2013,49000,Hatchback,6351.35
439,Ford,Ecosport,2013,52000,SUV,10270.27
3434,Volkswagen,Suran,2011,118000,Monovolumen,6351.35
4660,Volkswagen,Scirocco,2013,35000,Coupé,14594.59
3858,Volkswagen,Gol Trend,2012,99000,Hatchback,5675.68
6210,Ford,Fiesta Kinetic Design,2016,35000,Sedán,9459.46
2878,Volkswagen,Amarok,2013,140000,Pick-Up,15405.41
2940,Ford,Ecosport,2012,82000,SUV,6351.35
167,Ford,Ranger,2014,80000,Pick-Up,18918.92
2469,Volkswagen,Voyage,2017,15000,Sedán,7567.57
1028,Volkswagen,Suran,2013,121000,Monovolumen,7027.03
7177,Ford,Ecosport,2011,72200,SUV,6891.89
8874,Honda,Fit,2012,100000,Hatchback,5891.89
2770,Ford,Ecosport,2011,106500,SUV,4972.97
4764,Volkswagen,Gol Trend,2011,103000,Hatchback,4864.86
560,Ford,Focus II,2012,70000,Hatchback,5270.27
9907,Volkswagen,Amarok,2015,66000,Pick-Up,17567.57
6525,Volkswagen,Voyage,2014,72500,Sedán,5270.27
7343,Volkswagen,Gol,2012,85000,Hatchback,3513.51
8671,Ford,Ka,2013,80000,Hatchback,4862.16
4966,Volkswagen,Bora,2011,93000,Sedán,5675.68
671,Honda,HR-V,2017,21000,SUV,19729.73
7403,Ford,Focus III,2014,25000,Hatchback,9594.59
3122,Ford,Ranger,2017,11500,Pick-Up,19459.46
3466,Volkswagen,Bora,2012,104000,Sedán,7297.3
8953,Volkswagen,Amarok,2017,21000,Pick-Up,22702.7
2842,Ford,Ecosport,2014,90000,SUV,8378.38
4090,Volkswagen,Suran,2013,90000,Monovolumen,7027.03
1743,Volkswagen,Suran,2017,20700,Monovolumen,9459.46
930,Ford,Ecosport,2015,58000,SUV,9459.46
8041,Volkswagen,Polo,2016,25500,Hatchback,8513.51
8395,Ford,Ranger,2016,55000,Pick-Up,16189.19
8525,Ford,Fiesta Kinetic Design,2011,66500,Sedán,7513.51
2467,Ford,Ranger,2014,73500,Pick-Up,18108.11
7015,Volkswagen,Vento,2014,58000,Sedán,12027.03
2380,Honda,Fit,2013,80000,Hatchback,8486.49
3926,Volkswagen,Saveiro,2014,63600,Pick-Up,6891.89
106,Ford,Focus III,2015,37000,Hatchback,11351.35
9811,Volkswagen,Amarok,2013,90000,Pick-Up,15945.95
3085,Ford,Ecosport,2014,27000,SUV,10000.0
9168,Volkswagen,Vento,2013,50000,Sedán,12162.16
7892,Volkswagen,Saveiro,2014,50000,Pick-Up,8513.51
5288,Ford,Focus II,2011,68000,Hatchback,7243.24
1488,Volkswagen,Gol,2012,114000,Hatchback,3378.38
3166,Volkswagen,Vento,2016,6000,Sedán,12432.43
2844,Ford,Focus III,2016,47500,Hatchback,15918.92
7118,Ford,Ranger,2012,135000,Pick-Up,9729.73
5386,Volkswagen,Suran,2013,77000,Monovolumen,6081.08
5447,Volkswagen,Amarok,2011,160000,Pick-Up,13243.24
613,Volkswagen,Amarok,2014,63000,Pick-Up,22162.14
1852,Ford,Focus III,2015,18000,Hatchback,13216.22
7756,Honda,Fit,2011,82000,Hatchback,7027.03
2007,Volkswagen,Suran,2013,70000,Monovolumen,6621.62
8828,Volkswagen,Gol Trend,2017,5500,Hatchback,8918.92
2732,Ford,Focus III,2015,49000,Hatchback,10675.68
4608,Volkswagen,Vento,2011,98000,Sedán,9054.05
9593,Volkswagen,Suran,2013,84000,Monovolumen,6486.49
80,Ford,Fiesta Kinetic Design,2014,48000,Hatchback,7972.97
9068,Volkswagen,Vento,2015,42345,Sedán,12945.95
6379,Volkswagen,Tiguan,2011,116000,SUV,12567.57
841,Volkswagen,Bora,2011,92000,Sedán,8378.38
5289,Volkswagen,Gol,2013,43000,Hatchback,4483.78
1758,Ford,Ka,2012,88000,Hatchback,4864.86
8621,Ford,Focus II,2012,104000,Sedán,6756.76
1305,Volkswagen,Tiguan,2011,120000,SUV,10135.14
7413,Volkswagen,Amarok,2017,30300,Pick-Up,16891.89
2224,Volkswagen,Gol,2011,145000,Hatchback,3243.24
596,Ford,Fiesta Kinetic Design,2014,83704,Hatchback,7297.3
3200,Volkswagen,Vento,2014,90000,Sedán,9324.32
2448,Volkswagen,Amarok,2015,112000,Pick-Up,13108.11
2404,Volkswagen,Gol Trend,2012,55000,Hatchback,5945.95
3709,Ford,Fiesta Kinetic Design,2014,50000,Hatchback,9324.32
7467,Ford,Focus III,2017,18500,Hatchback,14729.73
2036,Ford,Fiesta Kinetic Design,2011,103000,Hatchback,6351.35
3418,Mercedes Benz,Clase A,2013,36000,Hatchback,23645.95
9499,Ford,Ecosport,2014,95000,SUV,9729.73
3691,Volkswagen,Vento,2011,98600,Sedán,10810.81
1088,Ford,Fiesta Kinetic Design,2015,33000,Hatchback,9459.46
2379,Volkswagen,Suran,2013,71000,Monovolumen,7108.11
2763,Volkswagen,Gol,2012,110200,Hatchback,3581.08
7677,Volkswagen,Golf,2017,21000,Hatchback,14729.46
4590,Ford,Focus III,2016,40000,Hatchback,10540.51
8077,Honda,Fit,2011,76473,Hatchback,7108.11
7003,Ford,Ecosport,2013,63000,SUV,10000.0
3544,Ford,Ka,2013,73000,Hatchback,4810.81
6690,Ford,Fiesta Kinetic Design,2012,65000,Hatchback,7567.57
408,Volkswagen,Tiguan,2013,62000,SUV,16891.89
6008,Ford,Fiesta Kinetic Design,2014,95000,Hatchback,9054.05
6221,Volkswagen,Suran,2014,63000,Monovolumen,7837.84
1295,Ford,Ecosport,2012,89250,SUV,6621.62
3206,Volkswagen,Amarok,2014,95000,Pick-Up,16216.22
5542,Ford,Focus III,2016,66000,Hatchback,10675.68
5404,Mercedes Benz,ML,2013,72000,SUV,40540.27
6836,Volkswagen,Vento,2012,120000,Sedán,8378.38
7631,Ford,Ecosport,2014,46000,SUV,10756.76
7529,Ford,Fiesta Kinetic Design,2013,67000,Hatchback,7567.57
6467,Ford,Ranger,2014,60000,Pick-Up,15135.14
